Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Lockin Signal' (V),Lockin Signal (V),Range,M. Quad. Signal (emu),AC Moment (emu),AC M. Std Err. (emu),AC Phase (deg),AC Phase Std. Err. (deg),AC Susceptibility (emu/Oe),AC Suscept. Std Err. (emu/Oe),AC X' (emu/Oe),AC X' Std Err. (emu/Oe),AC X'' (emu/Oe),AC X'' Std Err. (emu/Oe),AC Drive (Oe),AC Frequency (Hz),AC Averaging Time (sec),AC Cycles,AC Range,AC Measure Type,AC Signal' (V),AC Signal'' (V),AC Trim Coil Ratio,AC Trim Coil Phase,Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),Measure Count,Measurement Number,SQUID Status (code),Motor Status (code),Measure Status (code),Motor Current (amps),Motor Temp. (C),Temp. Status (code),Field Status (code),Chamber Status (code),Chamber Temp (K),Redirection State,Average Temp (K),Rotation Angle (deg),Rotator state,DC Moment Fixed Ctr (emu),DC Moment Err Fixed Ctr (emu),DC Moment Free Ctr (emu),DC Moment Err Free Ctr (emu),DC Fixed Fit,DC Free Fit,DC Calculated Center (mm),DC Calculated Center Err (mm),DC Scan Length (mm),DC Scan Time (s),DC Number of Points,DC Squid Drift,DC Min V (V),DC Max V (V),DC Scans per Measure,Map 01,Map 02,Map 03,Map 04,Map 05,Map 06,Map 07,Map 08,Map 09,Map 10,Map 11,Map 12,Map 13,Map 14,Map 15,Map 16
,3820008223.56758,2.0004917383194,10999.77734375,,,6,,,,36.9416033524933,,,100,,,,,,,,,,,,,,,,,,,,,,1.99878239631653,2.00071215629578,10999.77734375,10999.77734375,,,2.3231680393219,,1,0,0,0,0.02288818359375,29.8142719268799,1,1,1,2.00035309791565,0,1.99997015352602,,,0.118059548384304,0.0034085037679397,0.119263273070942,0.0034100597272612,0.859114646911621,0.974071264266968,36.419994354248,,30,4,200,0.0020509669557213,-4.91267490386963,0.813570320606232,3,,,,,,,,,,,,,,,,
,3820008271.40069,2.00061810016632,11999.6240234375,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99869334697723,2.0011134147644,11999.6240234375,11999.6240234375,,,2.32404756546021,,1,0,0,0,0.021209716796875,28.8367557525635,1,1,1,2.00045824050903,0,1.99997845377241,,,0.122632771562208,0.0035405232496312,0.123882462781486,0.0035421322688938,0.859140992164612,0.974089741706848,36.420093536377,0.0,30,4,200,0.0001975102204596,-4.87807559967041,4.90609550476074,3,,,,,,,,,,,,,,,,
,3820008319.32195,2.00091671943665,12999.6044921875,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99873828887939,2.00097918510437,12999.6044921875,12999.6044921875,,,2.32510137557983,,1,0,0,0,0.0238037109375,28.8367557525635,1,1,1,2.00085425376892,0,1.99997263043015,,,0.12660193707821,0.0036551405697674,0.12789299406581,0.0036568019570496,0.859098970890045,0.974130570888519,36.4198760986328,4.68942594528198,30,4,200,0.0002226101205451,-0.526929080486298,0.0861287042498589,3,,,,,,,,,,,,,,,,
,3820008363.30391,2.00096940994263,14000.291015625,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99885308742523,2.00135231018066,14000.291015625,14000.291015625,,,2.32422876358032,,1,0,0,0,0.0196075439453125,29.3255138397217,1,1,1,2.00076699256897,0,2.00001457759312,,,0.130025908062469,0.003754007482644,0.13135219037234,0.0037557073693053,0.859076023101807,0.974160194396973,36.4197807312012,6.03488063812256,30,4,200,0.0002252824924653,-0.541367173194885,0.0889552012085915,3,,,,,,,,,,,,,,,,
,3820008406.36359,2.00089764595032,15000.2978515625,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99854648113251,2.00099229812622,15000.2978515625,15000.2978515625,,,2.32552289962769,,1,0,0,0,0.0238037109375,29.8142719268799,1,1,1,2.00080299377441,0,1.99999210128078,,,0.132979965028169,0.0038393017123589,0.134336258386349,0.0038410282058646,0.859064042568207,0.974179983139038,36.4197235107422,0.0,30,4,200,0.000230062942137,-0.553668022155762,0.091054193675518,3,,,,,,,,,,,,,,,,
,3820008449.33252,2.00056767463684,16000.1328125,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99871098995209,2.00098872184753,16000.1328125,16000.1328125,,,2.32597398757935,,1,0,0,0,0.0,29.8142719268799,1,1,1,2.00014662742615,0,2.00009592374166,,,0.13553295118973,0.0039130185173207,0.136916524458623,0.0039148002482635,0.859044373035431,0.974202811717987,36.4196281433105,6.03486776351929,30,4,200,0.0002322598302271,-0.564249575138092,0.0924655422568321,3,,,,,,,,,,,,,,,,
,3820008493.12396,2.00089550018311,17000.234375,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99816477298737,2.00128293037415,17000.234375,17000.234375,,,2.3264787197113,,1,0,0,0,0.0180816650390625,29.8142719268799,1,1,1,2.00050806999207,0,1.99998471913514,,,0.137751192431387,0.0039770721770847,0.139158476869119,0.0039789034353745,0.859029769897461,0.974220335483551,36.4195442199707,0.130891010165215,30,4,200,0.0002399509685346,-0.573264181613922,0.0940368250012398,3,,,,,,,,,,,,,,,,
,3820008536.6911,2.00080323219299,18000.458984375,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99864625930786,2.00088763237,18000.458984375,18000.458984375,,,2.32658910751343,,1,0,0,0,0.0201416015625,29.3255138397217,1,1,1,2.00088667869568,0,2.00002307976995,,,0.139679022898637,0.0040327421846596,0.141106231119485,0.0040345915570979,0.859010219573975,0.974246263504028,36.4194221496582,0.0,30,4,200,0.0002444560814183,-0.581432342529297,0.0955790504813194,3,,,,,,,,,,,,,,,,
,3820008580.09986,2.00084900856018,19000.37890625,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.9987359046936,2.001145362854,19000.37890625,19000.37890625,,,2.32753419876099,,1,0,0,0,0.0238037109375,29.3255138397217,1,1,1,2.00093603134155,0,2.00004033531461,,,0.1413591976197,0.0040812748296107,0.142804073176731,0.004083135645766,0.858970761299133,0.974264621734619,36.4192924499512,1.22196079246351e-05,30,4,200,0.000248150434345,-0.588278412818909,0.0964002311229706,3,,,,,,,,,,,,,,,,
,3820008623.05917,2.00119566917419,20000.154296875,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99835884571075,2.00125932693481,20000.154296875,20000.154296875,,,2.32755470275879,,1,0,0,0,0.022125244140625,29.8142719268799,1,1,1,2.00113201141357,0,2.00003846927925,,,0.142839354526321,0.0041240149946564,0.144299127229787,0.0041258795157891,0.858957409858704,0.974276125431061,36.4192237854004,0.0,30,4,200,0.0002532445942051,-0.594159781932831,0.0977683663368225,3,,,,,,,,,,,,,,,,
,3820008666.55759,2.00044047832489,21000.1953125,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99859011173248,2.00095295906067,21000.1953125,21000.1953125,,,2.32701778411865,,1,0,0,0,0.004425048828125,29.3255138397217,1,1,1,2.00006461143494,0,2.00001904258022,,,0.144136470010065,0.0041614701359594,0.145610886734875,0.0041633854399885,0.858949482440948,0.974286139011383,36.4191780090332,0.0,30,4,200,0.0002551220532041,-0.59923255443573,0.0985791608691215,3,,,,,,,,,,,,,,,,
,3820008710.34185,2.00060534477234,22000.4296875,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99863624572754,2.00090932846069,22000.4296875,22000.4296875,,,2.32883358001709,,1,0,0,0,0.021209716796875,29.8142719268799,1,1,1,2.00039863586426,0,2.00000240547316,,,0.145287630186166,0.0041947219353401,0.146773264584931,0.0041966203735854,0.858926117420196,0.974305748939514,36.4190635681152,1.21917000797112e-05,30,4,200,0.0002586171322036,-0.604470670223236,0.099265955388546,3,,,,,,,,,,,,,,,,
,3820008753.73953,2.00109791755676,23000.38671875,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99859726428986,2.00121736526489,23000.38671875,23000.38671875,,,2.32956576347351,,1,0,0,0,0.0222015380859375,29.3255138397217,1,1,1,2.00097846984863,0,2.00002404195922,,,0.146309409807927,0.0042242288072145,0.147806943740168,0.0042261742269853,0.85891455411911,0.974313378334045,36.4190330505371,0.0,30,4,200,0.000255913415458,-0.608734250068665,0.100107982754707,3,,,,,,,,,,,,,,,,
,3820008797.594,2.00090539455414,24000.05078125,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99859738349915,2.0013062953949,24000.05078125,24000.05078125,,,2.33005928993225,,1,0,0,0,0.0206756591796875,29.8142719268799,1,1,1,2.00050449371338,0,2.00001201806245,,,0.147222961174615,0.0042506024891287,0.148728512127508,0.0042525238383223,0.858919203281403,0.974322080612183,36.4190292358398,,30,4,200,0.0002587863709777,-0.612658023834228,0.100764237344265,3,,,,,,,,,,,,,,,,
,3820008841.68453,2.00070321559906,25000.349609375,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99842584133148,2.00119590759277,25000.349609375,25000.349609375,,,2.32840371131897,,1,0,0,0,0.0237274169921875,29.8142719268799,1,1,1,2.00068950653076,0,2.00003826618195,,,0.148039341596906,0.0042741675761914,0.149554094989278,0.0042761298064284,0.85892915725708,0.974324882030487,36.4190635681152,0.0,30,4,200,0.0002600964216981,-0.615994691848755,0.101342089474201,3,,,,,,,,,,,,,,,,
,3820008884.04012,2.0009024143219,26000.28125,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99873864650726,2.00114989280701,26000.28125,26000.28125,,,2.33099412918091,,1,0,0,0,0.0228118896484375,29.3255138397217,1,1,1,2.00114989280701,0,2.00002209787016,,,0.148773836008751,0.0042953707093583,0.150296185932571,0.004297345944035,0.858932554721832,0.974335312843323,36.4190635681152,0.0,30,4,200,0.0002597289858385,-0.618901073932648,0.101877592504025,3,,,,,,,,,,,,,,,,
,3820008927.16917,2.00071549415588,26999.908203125,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99843776226044,2.00107502937317,26999.908203125,26999.908203125,,,2.33118343353271,,1,0,0,0,0.0191497802734375,29.8142719268799,1,1,1,2.00064086914062,0,2.00000887257712,,,0.149435232246329,0.004314467246398,0.150964634789324,0.0043164585960362,0.858932077884674,0.974339962005615,36.4190788269043,0.0,30,4,200,0.0002588969655334,-0.621179699897766,0.102365829050541,3,,,,,,,,,,,,,,,,
,3820008972.32285,2.00060200691223,28000.47265625,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99879932403564,2.00096344947815,28000.47265625,28000.47265625,,,2.33103036880493,,1,0,0,0,0.0222015380859375,29.8142719268799,1,1,1,2.00043535232544,0,1.99997915603496,,,0.150039633444552,0.0043318788689959,0.151573239980719,0.0043338556727425,0.858991622924805,0.974367380142212,36.4192771911621,0.0,30,4,200,0.0001892563595902,-0.624396741390228,0.101777352392674,3,,,,,,,,,,,,,,,,
,3820009015.77235,2.00089740753174,29000.39453125,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99837720394135,2.00107431411743,29000.39453125,29000.39453125,,,2.32965087890625,,1,0,0,0,0.023040771484375,29.8142719268799,1,1,1,2.00076055526733,0,2.00006381670634,,,0.150583791807911,0.0043475998037242,0.152123510468534,0.0043495920537737,0.858978807926178,0.974362313747406,36.4192314147949,0.0,30,4,200,0.0002402031968813,-0.626240611076355,0.103075496852398,3,,,,,,,,,,,,,,,,
,3820009059.18711,2.00075924396515,30000.4140625,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99837267398834,2.000972032547,30000.4140625,30000.4140625,,,2.33125710487366,,1,0,0,0,0.023651123046875,29.8142719268799,1,1,1,2.00060248374939,0,2.00004198816088,,,0.151081157924367,0.0043619457561491,0.15262470537059,0.0043639219073442,0.85899955034256,0.974360287189484,36.4193115234375,0.0,30,4,200,0.0002525926684029,-0.628511369228363,0.103532902896404,3,,,,,,,,,,,,,,,,
,3820009103.16188,2.00062203407288,31000.197265625,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99882209300995,2.00108623504639,31000.197265625,31000.197265625,,,2.33104348182678,,1,0,0,0,0.0234222412109375,28.8367557525635,1,1,1,2.00015783309937,0,2.00004340921129,,,0.151531058693885,0.0043749444154134,0.153079086504326,0.0043769162609503,0.858984529972076,0.974337100982666,36.4192733764648,0.0,30,4,200,0.0003140230837743,-0.629992961883545,0.103308670222759,3,,,,,,,,,,,,,,,,
,3820009147.64979,2.00061655044556,32000.314453125,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99867558479309,2.00110340118408,32000.314453125,32000.314453125,,,2.33234047889709,,1,0,0,0,0.0234222412109375,29.8142719268799,1,1,1,2.00012969970703,0,2.00004115274974,,,0.151949915758655,0.0043870032762058,0.153502087240828,0.0043890106181386,0.859042286872864,0.974359810352325,36.4194679260254,0.0,30,4,200,0.0002727353130467,-0.631768107414246,0.103947848081589,3,,,,,,,,,,,,,,,,
,3820009191.90508,2.0006445646286,33000.5,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99871003627777,2.00105047225952,33000.5,33000.5,,,2.33292627334595,,1,0,0,0,0.0205230712890625,29.8142719268799,1,1,1,2.00031161308289,0,2.00004068568901,,,0.15232930236516,0.0043979276902291,0.153883913347494,0.0043999260848369,0.859084784984589,0.974357724189758,36.4196357727051,0.0,30,4,200,0.0002697371528483,-0.633365929126739,0.104126513004303,3,,,,,,,,,,,,,,,,
,3820009235.54684,2.00057685375214,34000.26171875,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99836492538452,2.00110530853271,34000.26171875,34000.26171875,,,2.33228349685669,,1,0,0,0,0.0229644775390625,29.8142719268799,1,1,1,2.00022506713867,0,1.9999606183597,,,0.152682215128025,0.004408089610341,0.154239438305028,0.0044100890080181,0.859124600887299,0.97436261177063,36.419807434082,6.03488254547119,30,4,200,0.000267121795332,-0.635139167308807,0.104549266397953,3,,,,,,,,,,,,,,,,
,3820009279.23972,2.00086259841919,35000.16796875,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.9987827539444,2.00118970870972,35000.16796875,35000.16796875,,,2.33171486854553,,1,0,0,0,0.0238037109375,29.8142719268799,1,1,1,2.0009298324585,0,2.00001709376063,,,0.153007158334281,0.0044174446516879,0.154566978763143,0.0044194581730859,0.859171628952026,0.974358081817627,36.4199676513672,0.0,30,4,200,0.0002619816805236,-0.636452198028564,0.104800932109356,3,,,,,,,,,,,,,,,,
,3820009323.63812,2.00045335292816,36000.41796875,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99886000156403,2.00102996826172,36000.41796875,36000.41796875,,,2.33324694633484,,1,0,0,0,0.0215911865234375,29.3255138397217,1,1,1,2.0000159740448,0,2.00001587186541,,,0.153311920778267,0.0044262065141728,0.154873454881793,0.0044282174179965,0.859226584434509,0.974373340606689,36.4201545715332,1.20641652756603e-05,30,4,200,0.0002631512470543,-0.637694418430328,0.104560740292072,3,,,,,,,,,,,,,,,,
,3820009367.80766,2.00066494941711,37000.328125,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99845838546753,2.00118565559387,37000.328125,37000.328125,,,2.33426594734192,,1,0,0,0,0.023651123046875,29.8142719268799,1,1,1,2.00037908554077,0,2.00004379396085,,,0.153594895289616,0.0044343428216811,0.155157683550277,0.0044363471223573,0.859281539916992,0.974362432956696,36.4203796386719,0.0,30,4,200,0.0002661777252797,-0.638501822948456,0.105095036327839,3,,,,,,,,,,,,,,,,
,3820009411.88194,2.00090348720551,38000.1953125,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99855625629425,2.00125169754028,38000.1953125,38000.1953125,,,2.33429718017578,,1,0,0,0,0.0212860107421875,29.8142719268799,1,1,1,2.00055527687073,0,2.00010151333279,,,0.153856249857494,0.0044418517805072,0.155420118189516,0.0044438476090965,0.859333992004394,0.974364101886749,36.4205894470215,0.109258837997913,30,4,200,0.0002704739163164,-0.639924764633179,0.104924194514751,3,,,,,,,,,,,,,,,,
,3820009456.00028,2.0008305311203,39000.27734375,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99852120876312,2.0010256767273,39000.27734375,39000.27734375,,,2.33360934257507,,1,0,0,0,0.020751953125,29.3255138397217,1,1,1,2.00068378448486,0,1.99995836189815,,,0.154100505820648,0.0044488708099718,0.155667016688082,0.0044509076625521,0.859386920928955,0.974368333816528,36.4207878112793,0.109258092939854,30,4,200,0.000257083796896,-0.640987753868103,0.105418279767036,3,,,,,,,,,,,,,,,,
,3820009500.51934,2.00108873844147,40000.29296875,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99877226352692,2.00115275382996,40000.29296875,40000.29296875,,,2.33472299575806,,1,0,0,0,0.02197265625,30.3030319213867,1,1,1,2.00110459327698,0,2.00004195315497,,,0.154331245071141,0.0044554882003892,0.155897221459471,0.0044574916305237,0.859458804130554,0.974368810653687,36.4210586547852,6.03498649597168,30,4,200,0.0002696693700272,-0.641606569290161,0.105444438755512,3,,,,,,,,,,,,,,,,
,3820009545.73999,2.00043272972107,41000.1875,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99862110614777,2.00095510482788,41000.1875,41000.1875,,,2.33520436286926,,1,0,0,0,7.62939453125e-05,29.3255138397217,1,1,1,2.00025248527527,0,2.00009697013431,,,0.154549226956523,0.0044617317877942,0.156114902452627,0.0044637136184224,0.859531760215759,0.974362134933472,36.421314239502,0.0,30,4,200,0.0002690084802452,-0.642610132694244,0.105823643505573,3,,,,,,,,,,,,,,,,
,3820009589.20456,2.00076711177826,42000.0859375,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99835193157196,2.00107765197754,42000.0859375,42000.0859375,,,2.33524084091187,,1,0,0,0,0.0238037109375,29.8142719268799,1,1,1,2.00059676170349,0,2.00003754209589,,,0.154750910559027,0.004467511319524,0.156317685667412,0.0044695114567596,0.859598755836487,0.974363803863525,36.4215927124023,0.0,30,4,200,0.0002612441312521,-0.643432676792145,0.105928666889668,3,,,,,,,,,,,,,,,,
,3820009633.01889,2.00067126750946,43000.48828125,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99843049049377,2.00109696388245,43000.48828125,43000.48828125,,,2.33482384681702,,1,0,0,0,0.018310546875,29.8142719268799,1,1,1,2.00024557113647,0,2.00000168659069,,,0.154941913902178,0.0044729826590923,0.156509399720852,0.004474994597464,0.859666168689728,0.974353969097137,36.4218864440918,0.138944670557976,30,4,200,0.0002667216176632,-0.644390761852264,0.105476304888725,3,,,,,,,,,,,,,,,,
,3820009676.64134,2.00101673603058,44000.23046875,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99854671955109,2.00131392478943,44000.23046875,44000.23046875,,,2.33609008789062,,1,0,0,0,0.0231170654296875,29.8142719268799,1,1,1,2.00071954727173,0,2.00000258002962,,,0.15512579545126,0.0044782013003678,0.156693358456644,0.004480251086461,0.859805464744568,0.974378526210785,36.4223823547363,0.0,30,4,200,0.0001584513083798,-0.645028531551361,0.105940960347652,3,,,,,,,,,,,,,,,,
,3820009720.25311,2.00104761123657,45000.0859375,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99823439121246,2.00121784210205,45000.0859375,45000.0859375,,,2.33612418174744,,1,0,0,0,0.020904541015625,30.3030319213867,1,1,1,2.00087738037109,0,2.00010578279142,,,0.155295012324465,0.0044830605622952,0.156861621445154,0.0044850662400729,0.859847843647003,0.974355280399322,36.4225654602051,4.68945598602295,30,4,200,0.0002426939900033,-0.645829856395721,0.105414994060993,3,,,,,,,,,,,,,,,,
,3820009764.08769,2.00063133239746,46000.25,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99852705001831,2.00117516517639,46000.25,46000.25,,,2.33521294593811,,1,0,0,0,0.0231170654296875,29.8142719268799,1,1,1,2.00008749961853,0,2.00005204589279,,,0.155457251546181,0.0044876992601327,0.157024281465395,0.0044897184217841,0.859919548034668,0.974354028701782,36.4228591918945,0.0,30,4,200,0.0002421068784315,-0.645830154418945,0.106338255107403,3,,,,,,,,,,,,,,,,
,3820009807.95844,2.00087070465088,47000.33203125,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99840533733368,2.00116801261902,47000.33203125,47000.33203125,,,2.33609795570374,,1,0,0,0,0.0238800048828125,29.8142719268799,1,1,1,2.00057339668274,0,2.0000102860587,,,0.155611499773123,0.0044921073993816,0.157179074433247,0.0044941418534495,0.859984815120697,0.974351346492767,36.4230918884277,0.109251908957958,30,4,200,0.0002806521952152,-0.646704018115997,0.106177642941475,3,,,,,,,,,,,,,,,,
,3820009851.89098,2.00095999240875,48000.2109375,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99856209754944,2.00141286849976,48000.2109375,48000.2109375,,,2.33627414703369,,1,0,0,0,0.0238800048828125,29.8142719268799,1,1,1,2.00050711631775,0,2.00009849336412,,,0.155761170556453,0.0044963636682216,0.15732651294599,0.0044983595948251,0.860087752342224,0.974348247051239,36.4235000610352,0.0,30,4,200,0.000256579980487,-0.647148251533508,0.106484949588776,3,,,,,,,,,,,,,,,,
,3820009895.92812,2.00049662590027,49000.18359375,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99843311309814,2.00106525421143,49000.18359375,49000.18359375,,,2.33693647384644,,1,0,0,0,0.0191497802734375,29.3255138397217,1,1,1,2.00007724761963,0,2.00001225104699,,,0.155901222575968,0.0045003520149935,0.157466888985931,0.004502373802683,0.86017256975174,0.974343061447144,36.423828125,6.03521585464478,30,4,200,0.0002625932393129,-0.647523581981659,0.106622584164143,3,,,,,,,,,,,,,,,,
,3820009939.2248,2.00089800357819,49999.69921875,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99875998497009,2.00131916999817,49999.69921875,49999.69921875,,,2.337327003479,,1,0,0,0,0.0218963623046875,29.8142719268799,1,1,1,2.0004768371582,0,2.00001640830721,,,0.156035465748642,0.0045041662511246,0.157600291354652,0.004506187585823,0.860266745090485,0.974343836307526,36.4241828918457,0.0,30,4,200,0.0002532585058361,-0.64832204580307,0.106533125042915,3,,,,,,,,,,,,,,,,
,3820009983.14707,2.00104522705078,51000.16796875,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99845957756042,2.00113320350647,51000.16796875,51000.16796875,,,2.33716344833374,,1,0,0,0,0.022430419921875,29.8142719268799,1,1,1,2.00095725059509,0,2.00002020818216,,,0.156165128587502,0.0045078445019706,0.157727927978443,0.0045098385762696,0.860368251800537,0.974335193634033,36.4245643615723,,30,4,200,0.0002613444812595,-0.649004578590393,0.106657944619656,3,,,,,,,,,,,,,,,,
,3820010025.95761,2.00065040588379,51999.76171875,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99840641021729,2.00091505050659,51999.76171875,51999.76171875,,,2.3381495475769,,1,0,0,0,0.0237274169921875,29.8142719268799,1,1,1,2.00061011314392,0,1.99997825805958,,,0.156289216955749,0.0045113558610482,0.15785080841926,0.0045133522279597,0.860478758811951,0.974336981773377,36.4250144958496,0.0,30,4,200,0.0002534952946007,-0.649426639080048,0.106524832546711,3,,,,,,,,,,,,,,,,
,3820010068.81485,2.00073254108429,52999.86328125,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99786710739136,2.00109505653381,52999.86328125,52999.86328125,,,2.33827972412109,,1,0,0,0,0.018310546875,29.8142719268799,1,1,1,2.00041270256042,0,1.99998721369991,,,0.156407026838747,0.004514696553953,0.157967609119522,0.0045166920042958,0.860571384429932,0.974331855773926,36.4253730773926,0.0,30,4,200,0.0002526407770346,-0.650086224079132,0.106420442461967,3,,,,,,,,,,,,,,,,
,3820010112.25928,2.00066649913788,54000.203125,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99851560592651,2.00093817710876,54000.203125,54000.203125,,,2.3386390209198,,1,0,0,0,0.0237274169921875,30.3030319213867,1,1,1,2.00053691864014,0,2.00003554644408,,,0.156523371202882,0.0045179851875377,0.158082101118442,0.0045199653352968,0.860679030418396,0.974329888820648,36.4257659912109,0.0,30,4,200,0.0002519546251278,-0.650469422340393,0.106570445001125,3,,,,,,,,,,,,,,,,
,3820010155.71636,2.00059723854065,55000.04296875,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99863803386688,2.00108790397644,55000.04296875,55000.04296875,,,2.33772110939026,,1,0,0,0,0.022125244140625,29.8142719268799,1,1,1,2.00017809867859,0,2.00001571355043,,,0.156632272084148,0.004521061552365,0.158190219265435,0.0045230575355848,0.86078554391861,0.974334478378296,36.4262046813965,0.0,30,4,200,0.000245522824116,-0.650687873363495,0.107083290815353,3,,,,,,,,,,,,,,,,
,3820010199.30518,2.00078403949738,55999.6953125,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99838721752167,2.00103402137756,55999.6953125,55999.6953125,,,2.33894038200378,,1,0,0,0,0.0012969970703125,29.3255138397217,1,1,1,2.00053405761719,0,1.99999998722758,,,0.156737142648623,0.0045240223245194,0.158293593575602,0.004526014351074,0.860888957977295,0.97432667016983,36.4266166687012,0.0,30,4,200,0.0002529019548092,-0.651532888412476,0.106449119746685,3,,,,,,,,,,,,,,,,
,3820010242.4053,2.00071799755096,56999.54296875,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99821174144745,2.00085711479187,56999.54296875,56999.54296875,,,2.33986401557922,,1,0,0,0,0.0225830078125,30.3030319213867,1,1,1,2.00070548057556,0,1.99998003465158,,,0.156841301641249,0.0045269564150819,0.158395911628829,0.0045289376709798,0.86099773645401,0.974324107170105,36.4270210266113,0.10923558473587,30,4,200,0.0002517529064789,-0.651425540447235,0.106981612741947,3,,,,,,,,,,,,,,,,
,3820010286.36589,2.00094020366669,57999.79296875,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99867844581604,2.00130867958069,57999.79296875,57999.79296875,,,2.34024548530579,,1,0,0,0,0.0217437744140625,29.8142719268799,1,1,1,2.00057172775269,0,2.00006351300648,,,0.156944853776738,0.0045298288300682,0.158496916262081,0.0045318259828006,0.861185431480408,0.974355399608612,36.427734375,6.03553915023804,30,4,200,0.0001036295725498,-0.653075277805328,0.107025444507599,3,,,,,,,,,,,,,,,,
,3820010330.09535,2.00079381465912,58999.6484375,,,6,,,,36.9416033524933,,,1000,,,,,,,,,,,,,,,,,,,,,,1.99841165542603,2.00099730491638,58999.6484375,58999.6484375,,,2.3406183719635,,1,0,0,0,0.022125244140625,29.8142719268799,1,1,1,2.00092601776123,0,2.00003424516091,,,0.15703854146873,0.0045324830031877,0.158589058338668,0.0045344622483946,0.861260592937469,0.974326312541962,36.4280395507812,1.1581329999899e-05,30,4,200,0.0002071401104331,-0.652846157550812,0.106334760785103,3,,,,,,,,,,,,,,,,
